relacion_id,documento_id,nombre_archivo,celula,nivel_relacion,servicio_termino_fuente,servicio_normalizado_propuesto,capacidad_termino_fuente,capacidad_normalizada_propuesta,aplicacion_termino_fuente,aplicacion_normalizada_propuesta,tema_editorial_derivado,pagina_fuente,seccion_fuente,evidencia,estado_revision,observaciones,origen_relacion_2A1B,resultado_auditoria_2A1B,estado_uso_2A1B,normalizacion_2A1B_estado,servicio_normalizado_validado_2A1B,capacidad_normalizada_validada_2A1B,aplicacion_normalizada_validada_2A1B,evidencia_verificada_2A1B,correccion_propuesta_2A1B,motivo_auditoria_2A1B,requiere_decision_usuario_2A1B,celula_validada_2A1B,estado_celula_2A1B,usar_como_evidencia_automatica_2A1B,grupo_documental_2A1B,fuente_independiente_2A1B,celula_2A2,estado_celula_2A2,criterio_asignacion_2A2,justificacion_celula_2A2,cambio_celula_vs_2A1B,requiere_revision_manual_celula_2A2,fecha_cierre_2A2
R0062,DOC-02,BROCHURE INSPECCIÓN DE RIESGO INCENDIO - ACUSTICA DTC 2023.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Estudio de impacto acústico,Estudio de impacto acústico,"Aportar al buen manejo de las comunidades aledañas a los proyectos en desarrollo, manejando oportunamente las fuentes de ruidos molestos",Gestión de ruido hacia comunidades vecinas,comunidades aledañas a los proyectos,Comunidades vecinas,DERIVADO: licencia social,2,Razones que justifican un estudio de impacto acústico,Cita literal p.2.,REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente declara como razón aportar al manejo de comunidades aledañas controlando oportunamente fuentes de ruidos molestos.,"Tratarlo como beneficio/objetivo de gestión comunitaria, no como capacidad técnica del estudio.",La jerarquía actual mezcla un resultado/beneficio con una capacidad.,NO,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0063,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,Servicios de laboratorio en obra,Laboratorio en obra,"Servicio permanente en terreno contando con instalaciones, personal, equipamiento y ensayos de laboratorio en obra",Laboratorio permanente en faena,proyectos mineros,Proyectos mineros,DERIVADO: continuidad operacional,2,SERVICIOS INTEGRALES,"Cita literal p.2: 'adecuándonos a todo tipo de proyectos; mineros, energéticos, inmobiliarios y todo tipo de infraestructura, tanto pública como privada'. La fotografía p.2 muestra faena en entorno desértico de altura.",OK,Aplicación minera declarada explícitamente.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Laboratorio en obra,Laboratorio permanente en faena,Proyectos mineros,"Servicio permanente en terreno; el documento declara proyectos mineros, energéticos, inmobiliarios e infraestructura pública y privada.",Mantener la relación factual. No validar todavía la célula.,Servicio y aplicación minera están explícitos en la fuente.,NO,,PENDIENTE_2A2,SI,G_LAB_OBRA_04_29,SI_CON_MATICES,LAB MINERO DIGITAL,ASIGNADA_2A2,LABORATORIO_ENSAYO_CONTROL_MINERIA,Servicio de laboratorio/ensayo y generación de resultados aplicado explícitamente a minería.,REASIGNADA,NO,2026-08-17
R0064,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Servicios de laboratorio en obra,Laboratorio en obra,"Servicio permanente en terreno contando con instalaciones, personal, equipamiento y ensayos de laboratorio en obra",Laboratorio permanente en faena,"todo tipo de infraestructura, tanto pública como privada",Infraestructura pública,DERIVADO: continuidad de proyecto,2,SERVICIOS INTEGRALES,Misma cita p.2. La expresión 'infraestructura... pública' es literal del documento.,OK,Ejemplo de relación muchos-a-muchos con R0063.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Laboratorio en obra,Laboratorio permanente en faena,Infraestructura pública,"La fuente declara todo tipo de infraestructura, tanto pública como privada.",Mantener la relación factual. No validar todavía la célula.,La aplicación a infraestructura pública es explícita.,NO,,PENDIENTE_2A2,SI,G_LAB_OBRA_04_29,SI_CON_MATICES,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0065,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,REQUIERE REVISIÓN,PRINCIPAL,Servicios de laboratorio en obra,Laboratorio en obra,"nos adaptamos a la modalidad de servicio que tu proyecto necesite: visitas, personal permanente en obra, personal y equipos permanentes en obra",Modalidades escalonadas de servicio,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: flexibilidad de servicio,1,Flexibilidad y agilidad,Cita literal p.1.,REQUIERE REVISIÓN,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente enumera visitas, personal permanente en obra y personal y equipos permanentes en obra.","Cambiar 'Modalidades escalonadas de servicio' por 'Modalidades de servicio: visitas, personal permanente y personal + equipos permanentes en obra'.",La palabra 'escalonadas' no aparece en la fuente e introduce una progresión no declarada.,NO,,PENDIENTE_2A2,NO,G_LAB_OBRA_04_29,SI_CON_MATICES,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0066,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,LAB MINERO DIGITAL,REQUIERE REVISIÓN,Servicios de laboratorio en obra,Laboratorio en obra,Seguimiento en línea de los resultados de ensayos,Seguimiento digital de resultados de ensayo,proyectos mineros,Proyectos mineros,DERIVADO: digitalización,1,Eficiencia,Cita literal p.1: 'Seguimiento en línea de los resultados de ensayos'. La p.2 incluye capturas de un panel web con gráficos y de una interfaz móvil. Combinación de laboratorio + minería + soporte digital.,REQUIERE REVISIÓN,Es la combinación más cercana al nombre LAB MINERO DIGITAL en el corpus; requiere validar la definición de la célula.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Laboratorio en obra,Seguimiento digital de resultados de ensayo,Proyectos mineros,La fuente declara seguimiento en línea de resultados de ensayos; la p.2 declara proyectos mineros.,Mantener servicio/capacidad/aplicación. Dejar la célula pendiente.,Laboratorio + seguimiento en línea + minería están respaldados documentalmente.,SI,,PENDIENTE_2A2,SI,G_LAB_OBRA_04_29,SI_CON_MATICES,LAB MINERO DIGITAL,ASIGNADA_2A2,LABORATORIO_ENSAYO_CONTROL_MINERIA,Servicio de laboratorio/ensayo y generación de resultados aplicado explícitamente a minería.,SIN_CAMBIO,NO,2026-08-17
R0067,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Servicios de laboratorio en obra,Laboratorio en obra,Somos una institución certificada ISO17025 e ISO9001 en sistemas de gestión de calidad,Acreditación ISO 17025 e ISO 9001,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: cumplimiento normativo,1,Confiabilidad,Cita literal p.1.,OK,"DOC-08 declara solo ISO 9001; este documento declara además ISO 17025. Alcances distintos, no contradictorios.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente dice 'Somos una institución certificada ISO17025 e ISO9001 en sistemas de gestión de calidad'.,Reemplazar 'Acreditación ISO 17025 e ISO 9001' por una normalización que conserve 'certificación/certificada'.,"La normalización cambia 'certificada' por 'acreditación', términos que la fuente no equipara.",NO,,PENDIENTE_2A2,NO,G_LAB_OBRA_04_29,SI_CON_MATICES,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0068,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,INFRA OPERACIÓN MINERA,COMPLEMENTARIA,Estándar HSEC (Health Safety Environment and Community),Estándar HSEC,Amplia experiencia en gestión de medio ambiente y comunidades en proyectos con altas exigencias,Gestión ambiental y comunitaria en faena,proyectos con altas exigencias,Proyectos de alta exigencia,DERIVADO: licencia social,1,Estándar HSEC,Cita literal p.1. HSEC es terminología habitual de la gran minería; el documento no lo restringe a minería.,REQUIERE REVISIÓN,Inferencia de célula basada en el uso sectorial del acrónimo HSEC.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente declara Estándar HSEC y experiencia en gestión de medio ambiente y comunidades en proyectos con altas exigencias.,Mantener HSEC como capacidad/atributo de Laboratorio en obra; quitar 'en faena' de la normalización salvo fuente específica.,La fuente no restringe esta capacidad a minería ni usa 'en faena' en esa frase.,SI,,PENDIENTE_2A2,NO,G_LAB_OBRA_04_29,SI_CON_MATICES,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0069,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,INFRA OPERACIÓN MINERA,COMPLEMENTARIA,Servicios de laboratorio en obra,Laboratorio en obra,Llegamos a zonas aisladas con accesos complejos,Cobertura en zonas aisladas,zonas aisladas con accesos complejos,Faenas remotas,DERIVADO: cobertura territorial,2,SERVICIOS INTEGRALES,Cita literal p.2. La fotografía de portada p.1 muestra operación en camino nevado.,REQUIERE REVISIÓN,'Zonas aisladas' no se atribuye a un sector específico en el texto.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente dice 'Llegamos a zonas aisladas con accesos complejos'.,Cambiar 'Faenas remotas' por 'Zonas aisladas / accesos complejos'.,'Faenas remotas' agrega un contexto sectorial no declarado.,NO,,PENDIENTE_2A2,NO,G_LAB_OBRA_04_29,SI_CON_MATICES,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0070,DOC-04,Original ficha técnica servicios laboratorio en obra para proyectos.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Acceso expedito a todos los servicios de Idiem en tu proyecto,Puerta de entrada a servicios IDIEM,"asesorías y estudios técnicos expertos para problemáticas específicas, inspecciones, ensayos especiales y certificación de materiales",Acceso integrado al portafolio,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: venta cruzada,2,SERVICIOS INTEGRALES,Cita literal p.2.,REQUIERE REVISIÓN,El laboratorio en obra opera como canal de acceso al resto del portafolio.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara acceso expedito a asesorías, estudios técnicos, inspecciones, ensayos especiales y certificación de materiales.",Tratarlo como capacidad del servicio Laboratorio en obra; no como servicio autónomo. Mantener 'venta cruzada' solo como tema derivado.,La jerarquía actual confunde una capacidad de integración con un servicio.,NO,,PENDIENTE_2A2,NO,G_LAB_OBRA_04_29,SI_CON_MATICES,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0071,DOC-06,OR IMP Ficha 08 Aceros - Certificación de Aceros.pdf,REQUIERE REVISIÓN,PRINCIPAL,Certificación acero según NCh 203,Certificación de acero estructural NCh203,control de calidad del acero usado en estructuras de acuerdo con lo establecido en la NCh203,Control de calidad de acero bajo NCh203,acero de uso estructural,Acero estructural,DERIVADO: cumplimiento normativo,1,CONTROLAMOS LA CALIDAD DEL ACERO DE USO ESTRUCTURAL,Cita literal p.1: 'Realizamos control de calidad del acero: Usado en estructuras de acuerdo con lo establecido en la NCh203'.,REQUIERE REVISIÓN,Servicio transversal a todas las células; el documento no declara sector de destino.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Certificación de acero estructural NCh203,Control de calidad de acero bajo NCh203,Acero estructural,"La fuente presenta 'Certificación acero según NCh 203', declara control de calidad de acero usado en estructuras de acuerdo con NCh203 y certificación conforme a norma y reglamento de construcción.",Mantener el servicio y la relación con acero estructural. Conservar NCh203 como referencia de la fuente y verificar su vigencia/versión antes de reutilización normativa pública.,"La relación representa fielmente el brochure, pero esta auditoría no verifica externamente la vigencia actual de la norma.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0072,DOC-06,OR IMP Ficha 08 Aceros - Certificación de Aceros.pdf,REQUIERE REVISIÓN,PRINCIPAL,Certificación acero según NCh 203,Certificación de acero estructural NCh203,la toma de muestra se ejecute por parte del laboratorio oficial... contamos con un cuerpo de inspectores capacitados,Toma de muestra por laboratorio oficial,tanto en Chile como en el extranjero,Proyectos nacionales y en el extranjero,DERIVADO: cumplimiento normativo,2,Certificación acero según NCh 203,"Cita literal p.2: 'Para su cumplimiento, es obligatorio que la toma de muestra se ejecute por parte del laboratorio oficial'.",OK,El carácter obligatorio de la toma de muestra oficial es un dato normativo relevante afirmado por el documento.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Certificación de acero estructural NCh203,Toma de muestra por laboratorio oficial,Proyectos nacionales y en el extranjero,La fuente afirma que para el cumplimiento es obligatorio que la toma de muestra sea ejecutada por el laboratorio oficial y declara inspectores capacitados para realizarla en Chile y en el extranjero.,Mantener la capacidad de toma de muestra por laboratorio oficial y la cobertura Chile/extranjero. Marcar el carácter 'obligatorio' para validación normativa vigente antes de publicación.,"El brochure respalda la afirmación, pero no se está verificando externamente su vigencia jurídica/normativa.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0073,DOC-06,OR IMP Ficha 08 Aceros - Certificación de Aceros.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Certificación acero según NCh 203,Certificación de acero estructural NCh203,"Acreditación NCh203 desde hace 15 años, siendo laboratorio oficial desde el año 2006",Antigüedad de acreditación,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: autoridad técnica,2,Contamos con,Cita literal p.2.,REQUIERE REVISIÓN,"'desde hace 15 años' + 'desde el año 2006' implica documento fechado hacia 2021, pero el logo declara '125 años' (IDIEM 1898 → 2023). Señales de fecha discordantes: ver 04_revision_manual.",MAPA_2A1_ORIGINAL,REQUIERE_VALIDACION_HUMANA,NO_USAR_HASTA_VALIDACION,PENDIENTE_VALIDACION_HUMANA,,,,"La fuente declara 'Acreditación desde hace 15 años para certificar acero según NCh203' y 'Acreditación NCh203 desde hace 15 años, siendo laboratorio oficial desde el año 2006'. No entrega fecha de emisión.","Conservar la acreditación y condición de laboratorio oficial como claims de fuente, pero no convertir 'desde hace 15 años' en antigüedad vigente ni en una fecha de documento.",La expresión relativa no puede fecharse con precisión desde el propio PDF y puede haber quedado desactualizada.,SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0074,DOC-06,OR IMP Ficha 08 Aceros - Certificación de Aceros.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Certificación acero según NCh 203,Certificación de acero estructural NCh203,Equipos únicos en Sudamérica para controlar el acero,Equipamiento singular declarado,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: diferenciación técnica,1,Contamos con,Cita literal p.1.,REQUIERE REVISIÓN,Afirmación superlativa sin fuente ni referencia verificable en el documento. No usar como dato duro.,MAPA_2A1_ORIGINAL,REQUIERE_VALIDACION_HUMANA,NO_USAR_HASTA_VALIDACION,PENDIENTE_VALIDACION_HUMANA,,,,La fuente afirma 'Equipos únicos en Sudamérica para controlar el acero'.,Mantener el texto solo como claim de diferenciación pendiente de validación técnica; no tratarlo como capacidad factual verificada.,Es un superlativo/exclusividad geográfica sin respaldo o identificación de equipos dentro del brochure.,SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0075,DOC-06,OR IMP Ficha 08 Aceros - Certificación de Aceros.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Plataforma digital para nuestros clientes,Plataforma digital de clientes,NO IDENTIFICADO,NO IDENTIFICADO,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: digitalización,1,Contamos con,Cita literal p.1 (viñeta): 'Plataforma digital para nuestros clientes'. El documento no describe funcionalidades.,REQUIERE REVISIÓN,Mención sin desarrollo: insuficiente como fuente principal sobre capacidades digitales.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Plataforma digital de clientes,NO IDENTIFICADO,NO IDENTIFICADO,"La fuente contiene literalmente 'Plataforma digital para nuestros clientes', sin describir funcionalidades.","Conservar la existencia de una plataforma digital como mención. No atribuirle funcionalidades de DOC-04, DOC-09, DOC-10 o DOC-26 ni asumir que es la misma plataforma.","La mención es verificable, pero su alcance técnico es indeterminado.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0076,DOC-06,OR IMP Ficha 08 Aceros - Certificación de Aceros.pdf,INFRA OPERACIÓN MINERA,MENCIÓN,Certificación acero según NCh 203,Certificación de acero estructural NCh203,NO IDENTIFICADO,NO IDENTIFICADO,TNT SPENCE RIPIOS REPROCESSING,Proyecto minero,DERIVADO: caso de aplicación,1,Fotografía de portada,"Texto visible en el rótulo fotografiado en p.1: 'VẬT TƯ DỰ ÁN / Project materials / TNT / SPENCE RIPIOS REPROCESSING'. Aparece en una imagen, no en el cuerpo editorial.",REQUIERE REVISIÓN,Evidencia únicamente fotográfica. No confirma que IDIEM prestara el servicio en ese proyecto. Ver 04_revision_manual (RELACION_NO_CONFIRMADA).,MAPA_2A1_ORIGINAL,RELACION_NO_CONFIRMADA,NO_USAR_COMO_EVIDENCIA,DESCARTADA_COMO_EVIDENCIA_FACTUAL,,,,"La fotografía de portada incluye un rótulo con 'SPENCE RIPIOS REPROCESSING', pero el cuerpo editorial no identifica ese proyecto ni declara que IDIEM haya prestado el servicio allí.",Retirar la fotografía como evidencia factual de caso minero. Mantenerla solo como recurso visual sin atribución de proyecto.,"Un texto visible dentro de una fotografía no confirma cliente, contrato ni servicio prestado.",SI,,PENDIENTE_2A2,NO,,SI,,NO_USAR_COMO_EVIDENCIA,EXCLUSION_2A1B,Relación descartada en 2A.1B como evidencia factual; se conserva solo por trazabilidad.,EXCLUIDA_COMO_EVIDENCIA,NO,2026-08-17
